Source,Target,Weight,Label
last,warming,16,REFUTES
last,°C,6,REFUTES
fossil,global,11,REFUTES
fossil,increased,6,REFUTES
fossil,emissions,9,REFUTES
fossil,gases,5,REFUTES
fossil,carbon,7,REFUTES
fossil,greenhouse,6,REFUTES
fossil,warming,5,REFUTES
fossil,increasing,8,SUPPORTS
fossil,climate,7,SUPPORTS
fossil,CO,5,SUPPORTS
greenhouse,concentrations,28,REFUTES
greenhouse,nitrous,15,REFUTES
greenhouse,last,12,SUPPORTS
greenhouse,cause,13,SUPPORTS
greenhouse,temperatures,27,SUPPORTS
greenhouse,°C,11,SUPPORTS
greenhouse,climate,38,SUPPORTS
atmosphere,per,5,REFUTES
atmosphere,2,10,SUPPORTS
atmosphere,cause,8,SUPPORTS
"methane ,",temperature,6,REFUTES
"methane ,",causing,8,REFUTES
"methane ,",global,7,REFUTES
"methane ,",greenhouse,16,REFUTES
"methane ,",concentrations,8,REFUTES
"methane ,",nitrous,15,REFUTES
"methane ,",2,7,REFUTES
"methane ,",increased,6,REFUTES
"methane ,",atmosphere,5,SUPPORTS
"methane ,",Earth 's,5,SUPPORTS
"methane ,",cause,5,SUPPORTS
surface,atmosphere,7,REFUTES
surface,greenhouse,36,SUPPORTS
surface,average,16,SUPPORTS
surface,scientific,18,SUPPORTS
surface,rise,6,SUPPORTS
surface,Earth 's,16,SUPPORTS
surface,°C,19,SUPPORTS
surface,2,9,SUPPORTS
surface,increased,24,SUPPORTS
surface,heat,6,SUPPORTS
surface,global,51,SUPPORTS
surface,CO,6,SUPPORTS
surface,carbon,7,SUPPORTS
surface,temperatures,28,SUPPORTS
gases,carbon,13,REFUTES
gases,concentrations,26,REFUTES
gases,"methane ,",17,REFUTES
gases,temperature,7,REFUTES
gases,causing,8,REFUTES
gases,nitrous,15,REFUTES
gases,changes,11,SUPPORTS
gases,°C,9,SUPPORTS
gases,atmosphere,15,SUPPORTS
gases,climate,9,SUPPORTS
gases,Earth 's,9,SUPPORTS
gases,since,14,SUPPORTS
gases,2,11,SUPPORTS
gases,"atmosphere ,",7,SUPPORTS
gases,rise,10,SUPPORTS
gases,increased,13,SUPPORTS
CO,emissions,13,REFUTES
CO,average,7,REFUTES
CO,since,10,REFUTES
CO,rise,14,REFUTES
CO,"methane ,",7,REFUTES
CO,causing,6,REFUTES
CO,concentrations,9,REFUTES
CO,nitrous,7,REFUTES
CO,°C,8,REFUTES
CO,climate,12,SUPPORTS
CO,ice,8,SUPPORTS
CO,carbon,11,SUPPORTS
CO,gases,12,SUPPORTS
CO,increased,7,SUPPORTS
CO,Earth 's,7,SUPPORTS
CO,greenhouse,17,SUPPORTS
nitrous,2,7,REFUTES
°C,per,13,SUPPORTS
°C,warming,27,SUPPORTS
evidence,Earth 's,6,SUPPORTS
evidence,last,10,SUPPORTS
evidence,increased,6,SUPPORTS
per,emissions,5,REFUTES
heat,warming,7,REFUTES
increase,°C,5,REFUTES
increase,warming,7,REFUTES
increase,human,5,REFUTES
increase,since,6,REFUTES
increase,fossil,5,REFUTES
increase,changes,7,REFUTES
increase,greenhouse,9,SUPPORTS
increase,climate,9,SUPPORTS
increase,last,7,SUPPORTS
increase,carbon,10,SUPPORTS
increase,2,15,SUPPORTS
increase,global,21,SUPPORTS
increase,increases,8,SUPPORTS
since,increasing,5,REFUTES
since,global,20,REFUTES
since,warming,15,REFUTES
since,rise,9,REFUTES
since,"methane ,",11,REFUTES
since,causing,7,REFUTES
since,nitrous,11,REFUTES
since,2,10,REFUTES
since,observed,6,REFUTES
since,rising,7,REFUTES
since,emissions,6,SUPPORTS
since,°C,7,SUPPORTS
since,"atmosphere ,",5,SUPPORTS
since,temperatures,5,SUPPORTS
since,per,6,SUPPORTS
changes,temperatures,10,REFUTES
changes,warming,8,REFUTES
changes,Earth 's,11,SUPPORTS
changes,global,20,SUPPORTS
changes,cause,5,SUPPORTS
changes,last,9,SUPPORTS
changes,atmosphere,5,SUPPORTS
increases,rising,5,SUPPORTS
increases,warming,8,SUPPORTS
increases,temperatures,7,SUPPORTS
increases,last,5,SUPPORTS
increases,global,22,SUPPORTS
increases,°C,8,SUPPORTS
increases,observed,7,SUPPORTS
due,gases,6,REFUTES
due,greenhouse,18,REFUTES
due,change,7,REFUTES
due,climate,14,REFUTES
due,warming,14,REFUTES
due,atmosphere,6,REFUTES
due,rising,5,REFUTES
due,since,5,REFUTES
due,CO,6,REFUTES
due,2,6,REFUTES
due,°C,5,REFUTES
due,caused,6,SUPPORTS
due,rise,9,SUPPORTS
due,ice,15,SUPPORTS
due,global,31,SUPPORTS
due,changes,6,SUPPORTS
scientific,temperatures,29,REFUTES
scientific,atmosphere,6,REFUTES
scientific,climate,18,REFUTES
scientific,warming,15,REFUTES
scientific,increased,24,SUPPORTS
scientific,global,35,SUPPORTS
scientific,evidence,12,SUPPORTS
scientific,changes,6,SUPPORTS
rise,"methane ,",8,REFUTES
rise,temperature,20,REFUTES
rise,causing,9,REFUTES
rise,nitrous,8,REFUTES
rise,2,14,REFUTES
rise,°C,11,REFUTES
rise,per,5,SUPPORTS
rise,global,44,SUPPORTS
rise,greenhouse,14,SUPPORTS
caused,global,26,REFUTES
caused,greenhouse,28,REFUTES
caused,concentrations,5,REFUTES
caused,since,5,REFUTES
caused,emissions,21,SUPPORTS
caused,Earth 's,6,SUPPORTS
causing,global,10,REFUTES
causing,greenhouse,12,REFUTES
causing,concentrations,8,REFUTES
causing,nitrous,8,REFUTES
causing,2,6,REFUTES
causing,climate,11,SUPPORTS
causing,cause,10,SUPPORTS
rising,climate,6,REFUTES
ice,per,6,REFUTES
ice,since,10,REFUTES
ice,warming,6,REFUTES
ice,rising,5,REFUTES
ice,average,5,REFUTES
ice,melting,38,SUPPORTS
ice,changes,9,SUPPORTS
ice,rise,28,SUPPORTS
ice,global,38,SUPPORTS
temperature,causing,6,REFUTES
temperature,concentrations,8,REFUTES
temperature,nitrous,7,REFUTES
temperature,2,13,REFUTES
temperature,observed,5,REFUTES
temperature,increases,6,REFUTES
temperature,emissions,11,SUPPORTS
temperature,warming,33,SUPPORTS
temperature,greenhouse,29,SUPPORTS
temperature,evidence,6,SUPPORTS
temperature,increased,17,SUPPORTS
average,rise,9,REFUTES
average,"methane ,",6,REFUTES
average,causing,6,REFUTES
average,concentrations,9,REFUTES
average,nitrous,6,REFUTES
average,2,7,REFUTES
average,atmosphere,7,SUPPORTS
average,greenhouse,19,SUPPORTS
average,temperatures,6,SUPPORTS
level,climate,6,REFUTES
level,warming,5,REFUTES
level,melting,17,SUPPORTS
level,rise,42,SUPPORTS
level,ice,27,SUPPORTS
level,per,9,SUPPORTS
level,heat,5,SUPPORTS
level,global,33,SUPPORTS
level,sea,93,SUPPORTS
level,increases,5,SUPPORTS
level,emissions,10,SUPPORTS
melting,warming,5,REFUTES
melting,rising,6,REFUTES
melting,last,5,SUPPORTS
melting,global,19,SUPPORTS
melting,heat,5,SUPPORTS
sea,climate,7,REFUTES
sea,changes,8,REFUTES
sea,warming,12,REFUTES
sea,since,8,REFUTES
sea,temperature,9,REFUTES
sea,change,5,REFUTES
sea,last,6,SUPPORTS
sea,increased,9,SUPPORTS
sea,per,10,SUPPORTS
sea,heat,11,SUPPORTS
sea,ice,78,SUPPORTS
sea,increases,18,SUPPORTS
atmospheric,gases,12,REFUTES
atmospheric,average,9,REFUTES
atmospheric,since,10,REFUTES
atmospheric,rise,10,REFUTES
atmospheric,"methane ,",8,REFUTES
atmospheric,temperature,9,REFUTES
atmospheric,causing,9,REFUTES
atmospheric,global,11,REFUTES
atmospheric,greenhouse,16,REFUTES
atmospheric,nitrous,8,REFUTES
atmospheric,caused,5,REFUTES
atmospheric,warming,11,SUPPORTS
decades,surface,20,SUPPORTS
decades,observed,8,SUPPORTS
decades,atmospheric,5,SUPPORTS
decades,increased,18,SUPPORTS
decades,warming,10,SUPPORTS
